Kraft_RAW,Spænding_V
-0.00,1734.04
-0.00,1734.04
-0.00,1734.04
-0.00,1734.04
-0.00,1734.04
-0.00,1734.04
-0.00,1734.04
-0.00,1744.68
-0.00,1734.04
-0.00,1734.04
-0.00,1734.04
-0.00,1744.68
-0.00,1734.04
-0.00,1734.04
-0.00,1734.04
-0.00,1734.04
-0.00,1734.04
0.00,1744.68
-0.00,1744.68
-0.00,1744.68
-0.00,1734.04
-0.00,1755.32
-0.00,1744.68
-0.00,1744.68
0.00,1744.68
-0.00,1734.04
0.05,1734.04
0.79,1734.04
1.54,1734.04
1.80,1723.40
2.29,1723.40
2.48,1723.40
2.77,1734.04
3.25,1723.40
3.83,1723.40
4.32,1723.40
5.12,1723.40
5.15,1723.40
4.94,1734.04
4.80,1723.40
4.89,1734.04
5.04,1712.77
5.59,1712.77
6.26,1712.77
6.91,1712.77
7.62,1712.77
8.10,1702.13
8.41,1702.13
8.62,1702.13
8.98,1680.85
9.46,1702.13
10.14,1702.13
11.07,1680.85
11.56,1691.49
11.81,1680.85
12.32,1691.49
12.49,1691.49
12.65,1680.85
13.19,1670.21
13.95,1680.85
14.17,1670.21
14.44,1680.85
14.66,1680.85
14.87,1670.21
15.12,1670.21
15.34,1680.85
15.80,1670.21
16.44,1659.57
16.46,1670.21
16.06,1670.21
15.77,1670.21
15.58,1670.21
16.11,1659.57
17.06,1648.94
17.72,1659.57
18.15,1659.57
18.71,1648.94
19.05,1648.94
19.50,1638.30
20.06,1648.94
20.21,1648.94
20.41,1638.30
20.50,1638.30
20.84,1638.30
21.25,1638.30
21.72,1638.30
21.89,1627.66
22.48,1627.66
23.19,1627.66
23.48,1617.02
24.02,1617.02
24.52,1627.66
25.27,1617.02
25.92,1606.38
26.10,1617.02
25.57,1617.02
25.40,1617.02
25.83,1606.38
26.37,1606.38
26.97,1606.38
27.57,1595.74
27.98,1595.74
28.25,1595.74
28.55,1606.38
28.75,1595.74
29.02,1595.74
29.57,1595.74
29.71,1585.11
30.19,1585.11
30.66,1595.74
30.53,1585.11
29.89,1585.11
30.14,1585.11
31.00,1574.47
31.34,1574.47
31.97,1574.47
32.56,1563.83
32.75,1574.47
32.95,1563.83
33.05,1574.47
33.21,1574.47
33.27,1563.83
33.53,1574.47
33.78,1563.83
34.27,1553.19
34.98,1553.19
35.17,1553.19
35.36,1563.83
35.70,1553.19
36.21,1542.55
37.00,1542.55
37.65,1542.55
37.63,1542.55
37.38,1531.92
37.15,1542.55
37.89,1531.92
38.50,1521.28
38.72,1531.92
38.66,1531.92
38.67,1531.92
39.20,1531.92
39.43,1531.92
39.50,1531.92
40.07,1521.28
40.68,1521.28
40.85,1521.28
41.40,1510.64
41.83,1521.28
41.79,1521.28
41.41,1521.28
41.29,1510.64
42.08,1510.64
42.70,1510.64
43.07,1510.64
43.43,1500.00
43.92,1500.00
44.25,1510.64
43.95,1478.72
45.20,1489.36
45.71,1478.72
46.06,1478.72
47.00,1478.72
47.75,1468.09
48.56,1457.45
49.55,1468.09
50.08,1457.45
49.94,1457.45
49.45,1468.09
48.56,1478.72
48.16,1468.09
48.68,1468.09
49.13,1457.45
49.80,1457.45
50.73,1446.81
51.86,1446.81
52.71,1436.17
53.48,1425.53
53.44,1436.17
53.92,1425.53
54.51,1414.89
55.12,1414.89
55.70,1414.89
56.39,1414.89
57.13,1404.26
57.63,1404.26
58.05,1404.26
58.36,1393.62
59.02,1393.62
59.51,1393.62
59.78,1382.98
60.21,1382.98
60.61,1382.98
61.74,1372.34
62.05,1372.34
62.41,1361.70
63.06,1361.70
63.79,1351.06
64.05,1361.70
64.07,1351.06
64.60,1361.70
65.13,1351.06
65.37,1351.06
65.54,1340.43
65.81,1340.43
66.58,1340.43
66.61,1329.79
67.40,1351.06
67.13,1329.79
68.08,1319.15
68.21,1329.79
68.55,1319.15
69.31,1319.15
69.73,1308.51
69.54,1319.15
70.05,1308.51
70.60,1308.51
70.65,1308.51
70.66,1308.51
70.67,1308.51
72.03,1297.87
72.48,1297.87
72.17,1287.23
72.78,1276.60
74.03,1287.23
73.85,1276.60
74.36,1287.23
74.19,1287.23
75.26,1265.96
75.56,1276.60
76.56,1265.96
76.85,1255.32
78.11,1255.32
78.03,1255.32
78.69,1244.68
79.14,1234.04
80.08,1234.04
80.74,1223.40
81.60,1223.40
81.76,1212.77
82.28,1212.77
82.47,1223.40
83.28,1202.13
84.61,1191.49
85.77,1202.13
85.59,1180.85
86.45,1191.49
87.10,1180.85
87.16,1170.21
87.07,1191.49
86.65,1191.49
86.49,1191.49
86.65,1180.85
86.62,1191.49
86.84,1170.21
87.22,1180.85
87.24,1170.21
88.20,1170.21
88.40,1170.21
88.90,1159.57
89.08,1170.21
89.13,1159.57
89.50,1148.94
89.95,1159.57
90.40,1159.57
90.33,1148.94
90.71,1148.94
91.19,1138.30
91.90,1138.30
92.71,1127.66
93.94,1127.66
94.56,1106.38
95.37,1106.38
96.60,1095.74
97.08,1085.11
97.76,1095.74
98.02,1085.11
98.38,1085.11
99.10,1085.11
99.62,1074.47
99.99,1074.47
100.48,1063.83
100.74,1074.47
101.24,1063.83
101.57,1053.19
101.63,1063.83
101.60,1063.83
101.57,1074.47
101.55,1074.47
101.53,1074.47
101.51,1063.83
101.50,1063.83
101.48,1063.83
101.47,1063.83
101.46,1063.83
