Kraft_RAW,Spænding_V
-0.00,1351.06
0.00,1351.06
0.00,1351.06
0.00,1351.06
0.00,1351.06
0.00,1351.06
0.00,1351.06
0.00,1351.06
0.00,1351.06
0.00,1351.06
-0.00,1340.43
0.00,1351.06
0.00,1351.06
0.00,1351.06
0.00,1351.06
0.00,1351.06
0.00,1351.06
0.00,1351.06
-0.00,1351.06
0.00,1351.06
0.00,1351.06
0.00,1351.06
0.32,1351.06
1.23,1351.06
1.90,1351.06
2.22,1351.06
2.19,1351.06
2.11,1351.06
2.88,1351.06
3.80,1351.06
4.69,1351.06
5.49,1351.06
6.00,1351.06
6.45,1340.43
6.67,1340.43
6.91,1351.06
7.41,1340.43
7.75,1340.43
8.19,1351.06
8.50,1351.06
8.88,1351.06
9.44,1351.06
10.07,1351.06
10.76,1351.06
11.55,1340.43
12.24,1351.06
12.85,1351.06
13.32,1351.06
13.88,1351.06
14.61,1340.43
15.33,1351.06
16.14,1351.06
16.97,1340.43
17.64,1351.06
18.35,1340.43
18.90,1340.43
19.37,1340.43
20.01,1351.06
20.53,1340.43
21.07,1340.43
21.64,1340.43
21.72,1351.06
21.73,1340.43
22.81,1340.43
23.89,1340.43
24.73,1340.43
25.61,1340.43
26.76,1340.43
27.91,1340.43
28.53,1340.43
29.14,1340.43
29.64,1340.43
30.24,1340.43
30.77,1340.43
31.38,1329.79
32.10,1329.79
33.02,1329.79
33.76,1329.79
33.79,1340.43
33.95,1329.79
34.95,1340.43
35.85,1340.43
36.66,1329.79
37.15,1340.43
37.57,1329.79
37.99,1329.79
38.46,1329.79
38.90,1329.79
39.47,1329.79
39.90,1329.79
40.35,1329.79
40.82,1329.79
41.26,1329.79
41.78,1329.79
42.20,1340.43
42.54,1329.79
43.05,1329.79
43.52,1329.79
43.87,1329.79
44.21,1319.15
44.66,1329.79
44.67,1329.79
44.70,1329.79
45.34,1319.15
46.22,1319.15
46.72,1319.15
47.18,1319.15
47.62,1329.79
48.17,1319.15
48.72,1329.79
49.19,1319.15
49.71,1319.15
50.15,1319.15
50.43,1329.79
50.79,1329.79
51.21,1319.15
51.48,1319.15
51.83,1319.15
52.08,1319.15
52.52,1319.15
52.69,1319.15
53.08,1319.15
53.41,1319.15
53.65,1308.51
53.89,1319.15
54.15,1319.15
54.51,1308.51
54.79,1319.15
55.03,1308.51
55.44,1319.15
55.79,1308.51
56.06,1319.15
56.30,1308.51
56.59,1308.51
57.05,1308.51
57.39,1308.51
57.39,1308.51
57.74,1308.51
58.26,1308.51
58.81,1308.51
59.16,1308.51
59.25,1308.51
59.46,1308.51
60.32,1308.51
61.10,1308.51
61.44,1297.87
61.77,1297.87
62.36,1308.51
62.92,1308.51
63.44,1308.51
63.97,1308.51
64.61,1308.51
65.35,1297.87
65.83,1297.87
66.29,1297.87
66.70,1297.87
67.02,1297.87
67.32,1297.87
67.70,1297.87
68.11,1297.87
68.48,1297.87
68.86,1297.87
69.16,1287.23
69.36,1287.23
70.06,1297.87
70.61,1287.23
71.04,1297.87
71.23,1287.23
71.10,1287.23
70.99,1297.87
71.45,1297.87
71.99,1297.87
72.69,1287.23
73.32,1287.23
74.21,1287.23
74.77,1287.23
75.51,1287.23
76.01,1276.60
76.60,1287.23
77.10,1287.23
77.48,1276.60
77.91,1276.60
78.38,1276.60
78.54,1276.60
79.04,1276.60
79.39,1276.60
79.87,1276.60
80.54,1265.96
81.29,1265.96
82.06,1276.60
82.80,1265.96
82.76,1265.96
82.84,1265.96
83.45,1265.96
84.36,1265.96
85.29,1265.96
86.24,1265.96
86.76,1255.32
87.30,1255.32
87.80,1255.32
88.24,1265.96
88.81,1255.32
89.54,1265.96
90.08,1255.32
90.71,1265.96
91.32,1255.32
91.84,1244.68
92.35,1244.68
92.86,1255.32
93.31,1255.32
93.75,1244.68
94.34,1244.68
94.83,1244.68
95.42,1244.68
96.06,1244.68
96.83,1244.68
97.38,1244.68
97.85,1234.04
98.52,1244.68
99.16,1234.04
99.87,1234.04
100.58,1234.04
101.16,1234.04
101.32,1234.04
