Kraft_RAW,Spænding_V
-0.00,1382.98
-0.00,1382.98
0.00,1393.62
0.00,1382.98
0.00,1382.98
0.00,1393.62
0.00,1382.98
0.00,1393.62
0.00,1393.62
-0.00,1382.98
-0.00,1393.62
-0.00,1382.98
-0.00,1393.62
-0.00,1393.62
-0.00,1393.62
0.00,1393.62
-0.00,1393.62
-0.00,1404.26
-0.00,1404.26
-0.00,1404.26
-0.00,1393.62
-0.00,1393.62
0.00,1404.26
-0.00,1404.26
-0.00,1393.62
-0.00,1404.26
0.00,1404.26
0.00,1414.89
0.00,1404.26
0.00,1393.62
0.00,1393.62
0.00,1404.26
0.00,1404.26
0.00,1404.26
0.00,1404.26
0.00,1404.26
0.00,1404.26
0.01,1382.98
1.42,1361.70
2.83,1351.06
2.76,1361.70
2.65,1361.70
3.56,1382.98
5.24,1404.26
6.40,1404.26
7.33,1393.62
8.26,1372.34
9.07,1351.06
9.87,1351.06
10.86,1351.06
11.73,1372.34
12.50,1393.62
13.20,1393.62
13.92,1404.26
14.65,1404.26
15.03,1382.98
15.50,1372.34
16.10,1351.06
16.60,1351.06
16.99,1340.43
16.96,1329.79
18.32,1361.70
19.62,1393.62
20.47,1393.62
21.22,1393.62
21.75,1372.34
22.47,1361.70
23.18,1340.43
23.86,1329.79
24.54,1329.79
25.20,1340.43
25.82,1351.06
26.51,1372.34
27.17,1382.98
27.83,1393.62
28.51,1372.34
29.31,1372.34
30.06,1329.79
30.63,1319.15
31.29,1319.15
31.91,1319.15
32.40,1319.15
32.25,1319.15
33.16,1351.06
34.62,1372.34
35.70,1361.70
36.47,1351.06
37.28,1329.79
38.10,1308.51
38.73,1308.51
39.35,1297.87
40.08,1308.51
40.64,1319.15
41.16,1340.43
41.67,1361.70
42.25,1361.70
42.85,1361.70
43.41,1340.43
43.95,1329.79
44.51,1319.15
45.09,1287.23
45.71,1287.23
45.85,1297.87
45.37,1308.51
45.96,1287.23
47.39,1319.15
48.45,1340.43
49.42,1329.79
50.48,1329.79
51.33,1308.51
52.12,1276.60
52.97,1276.60
53.63,1276.60
54.24,1276.60
54.76,1308.51
55.57,1319.15
56.44,1329.79
56.74,1319.15
56.53,1319.15
56.61,1308.51
57.70,1276.60
59.13,1265.96
60.26,1265.96
61.16,1265.96
61.93,1276.60
62.62,1297.87
63.37,1308.51
64.01,1297.87
64.56,1297.87
65.25,1276.60
66.05,1255.32
66.67,1255.32
67.22,1234.04
68.01,1244.68
69.14,1255.32
69.37,1255.32
69.14,1265.96
70.09,1287.23
71.57,1255.32
73.06,1244.68
73.83,1234.04
74.56,1223.40
75.40,1223.40
76.18,1244.68
76.92,1255.32
77.60,1255.32
78.20,1265.96
78.31,1255.32
78.07,1276.60
78.35,1244.68
79.73,1223.40
81.08,1212.77
82.23,1223.40
83.38,1223.40
84.24,1234.04
84.96,1234.04
85.66,1244.68
86.57,1234.04
87.37,1202.13
88.26,1202.13
88.20,1202.13
88.11,1191.49
89.06,1191.49
90.17,1191.49
91.21,1212.77
91.95,1223.40
92.79,1223.40
93.22,1212.77
94.14,1202.13
94.61,1191.49
94.80,1191.49
95.30,1170.21
96.18,1170.21
96.88,1180.85
97.46,1191.49
97.91,1191.49
98.69,1212.77
99.64,1191.49
100.50,1180.85
101.19,1180.85
101.11,1191.49
100.98,1191.49
100.93,1180.85
100.89,1191.49
100.86,1180.85
100.83,1180.85
100.80,1191.49
