Kraft_RAW,Spænding_V
0.00,1563.83
-0.01,1563.83
0.00,1553.19
0.00,1563.83
0.00,1553.19
0.00,1542.55
0.00,1542.55
0.00,1542.55
-0.00,1531.92
0.00,1542.55
0.00,1531.92
0.00,1531.92
0.00,1542.55
1.00,1500.00
6.39,1489.36
7.66,1510.64
8.62,1531.92
10.83,1468.09
13.53,1457.45
15.40,1478.72
16.89,1489.36
18.35,1478.72
19.49,1457.45
20.71,1436.17
21.91,1436.17
22.91,1457.45
24.38,1468.09
25.80,1457.45
26.65,1436.17
27.58,1425.53
28.40,1414.89
29.51,1404.26
29.67,1404.26
29.64,1425.53
30.56,1425.53
31.77,1425.53
32.77,1425.53
33.69,1414.89
34.39,1404.26
35.16,1382.98
35.85,1382.98
36.67,1382.98
37.23,1382.98
37.37,1382.98
37.68,1393.62
39.13,1393.62
40.14,1393.62
41.34,1372.34
42.39,1361.70
43.29,1351.06
44.20,1351.06
45.05,1361.70
45.84,1361.70
46.24,1361.70
47.11,1372.34
47.81,1351.06
49.02,1351.06
49.17,1351.06
49.55,1329.79
51.46,1308.51
52.77,1319.15
53.74,1329.79
54.57,1319.15
55.58,1319.15
56.42,1297.87
57.61,1287.23
57.71,1287.23
57.74,1287.23
59.00,1276.60
60.00,1287.23
60.88,1287.23
61.72,1287.23
62.62,1287.23
63.41,1276.60
64.23,1255.32
65.08,1244.68
65.95,1244.68
65.92,1244.68
66.32,1244.68
67.26,1255.32
68.31,1255.32
69.40,1255.32
70.21,1244.68
71.16,1234.04
71.86,1223.40
72.51,1212.77
73.07,1202.13
74.18,1212.77
75.41,1212.77
76.33,1212.77
76.51,1212.77
76.60,1212.77
77.32,1212.77
78.36,1180.85
79.36,1170.21
80.63,1159.57
81.96,1170.21
83.10,1180.85
84.17,1170.21
85.11,1159.57
85.21,1159.57
85.58,1148.94
86.83,1148.94
87.77,1127.66
88.67,1127.66
89.58,1127.66
90.43,1127.66
91.88,1138.30
92.47,1127.66
92.71,1127.66
93.04,1106.38
93.78,1106.38
94.72,1095.74
95.32,1095.74
96.21,1095.74
97.05,1095.74
97.85,1095.74
98.69,1085.11
99.50,1074.47
100.60,1074.47
101.68,1053.19
102.53,1053.19
102.80,1053.19
102.74,1053.19
102.69,1053.19
102.65,1053.19
102.61,1053.19
102.59,1053.19
102.56,1053.19
102.54,1053.19
102.52,1053.19
102.49,1053.19
102.48,1053.19
102.46,1053.19
