Kraft_RAW,Spænding_V
0.00,489.36
-0.00,478.72
0.00,478.72
0.00,478.72
0.00,489.36
0.00,478.72
0.00,478.72
0.00,489.36
-0.00,489.36
-0.00,489.36
0.00,489.36
0.00,489.36
0.00,489.36
0.00,489.36
0.00,489.36
-0.00,489.36
0.00,489.36
0.00,489.36
-0.00,500.00
0.00,500.00
0.00,500.00
0.00,489.36
0.00,489.36
0.00,500.00
0.00,489.36
0.00,500.00
0.00,500.00
0.00,489.36
0.00,500.00
-0.00,500.00
0.00,500.00
0.00,489.36
0.00,489.36
0.00,510.64
0.00,500.00
0.00,510.64
0.00,500.00
0.00,510.64
0.00,510.64
0.00,500.00
-0.00,500.00
0.17,510.64
1.43,521.28
2.67,510.64
2.72,510.64
3.33,521.28
4.53,521.28
5.39,531.91
6.32,531.91
7.46,542.55
8.08,531.91
8.60,553.19
9.21,553.19
10.34,553.19
11.09,553.19
11.76,553.19
12.47,553.19
13.35,553.19
14.31,563.83
15.47,574.47
16.40,574.47
17.19,585.11
17.92,574.47
18.63,585.11
19.41,585.11
20.17,585.11
21.12,595.74
21.96,585.11
22.53,595.74
22.61,606.38
23.69,606.38
25.03,617.02
26.17,617.02
27.10,617.02
28.02,627.66
28.95,627.66
29.91,627.66
30.69,627.66
31.42,638.30
32.08,638.30
32.68,648.94
33.27,648.94
33.92,659.57
34.49,648.94
35.07,659.57
35.67,659.57
36.17,659.57
36.24,659.57
37.34,670.21
38.86,670.21
40.01,670.21
41.04,680.85
41.76,680.85
42.60,691.49
43.58,691.49
44.40,702.13
45.23,702.13
46.10,702.13
46.88,702.13
47.48,712.77
48.13,712.77
48.79,712.77
49.35,712.77
49.88,723.40
50.00,723.40
49.95,723.40
50.71,734.04
51.52,734.04
52.26,734.04
52.85,734.04
53.51,744.68
54.34,744.68
55.03,755.32
55.49,755.32
56.15,755.32
56.71,755.32
57.14,744.68
57.53,755.32
57.78,765.96
57.96,755.32
58.06,765.96
58.62,765.96
59.71,776.60
60.73,776.60
61.76,787.23
62.70,787.23
63.50,787.23
64.14,797.87
65.01,787.23
66.05,797.87
66.67,797.87
67.07,808.51
67.47,808.51
67.81,808.51
68.46,808.51
68.34,808.51
68.44,819.15
70.01,819.15
71.86,840.43
72.97,840.43
74.31,840.43
75.55,851.06
76.68,851.06
77.89,861.70
78.83,861.70
79.86,861.70
81.04,882.98
81.90,872.34
81.97,872.34
82.72,882.98
84.49,893.62
85.21,882.98
86.06,893.62
87.11,904.26
88.42,904.26
90.26,914.89
92.17,925.53
93.38,925.53
93.62,925.53
93.50,936.17
94.68,946.81
96.28,946.81
97.61,946.81
98.51,957.45
99.52,968.09
100.51,957.45
101.50,957.45
101.96,957.45
101.84,968.09
101.77,957.45
101.72,968.09
101.68,968.09
101.65,968.09
101.62,968.09
101.59,978.72
101.56,968.09
101.54,968.09
101.52,968.09
101.50,968.09
