Kraft_RAW,Spænding_V
-0.00,500.00
0.00,510.64
0.00,510.64
0.00,500.00
0.00,500.00
0.00,500.00
-0.00,510.64
-0.00,500.00
-0.00,500.00
0.00,510.64
0.00,510.64
0.00,500.00
0.00,500.00
0.00,500.00
0.00,500.00
0.00,500.00
0.00,500.00
0.00,510.64
0.00,500.00
0.00,500.00
0.00,510.64
0.00,500.00
0.00,500.00
0.00,510.64
0.00,500.00
0.00,500.00
0.00,500.00
0.00,510.64
0.00,510.64
0.00,500.00
0.00,500.00
0.00,510.64
0.00,510.64
0.00,510.64
0.00,510.64
0.03,500.00
1.03,489.36
2.80,489.36
3.41,489.36
3.95,510.64
4.53,510.64
5.08,521.28
5.35,531.91
5.53,531.91
5.64,563.83
6.72,553.19
7.55,563.83
8.35,542.55
8.88,531.91
9.46,531.91
10.28,531.91
11.12,542.55
11.69,553.19
12.14,574.47
12.74,595.74
13.48,595.74
14.11,617.02
14.69,617.02
15.17,606.38
15.66,595.74
16.13,585.11
16.61,585.11
17.07,574.47
17.48,574.47
17.90,574.47
18.13,585.11
18.51,585.11
18.97,606.38
19.53,627.66
19.90,627.66
19.84,638.30
20.94,659.57
22.13,648.94
23.16,638.30
23.92,627.66
24.66,627.66
25.27,627.66
25.95,638.30
26.36,659.57
27.03,680.85
27.63,691.49
28.06,702.13
28.61,702.13
29.06,691.49
29.50,702.13
30.06,691.49
30.55,680.85
31.02,680.85
31.66,670.21
32.29,680.85
33.01,691.49
33.66,712.77
34.16,734.04
34.68,734.04
34.80,734.04
34.89,755.32
36.45,744.68
37.83,734.04
39.02,723.40
39.86,734.04
40.56,744.68
41.10,765.96
41.94,787.23
42.66,797.87
43.36,808.51
44.11,797.87
44.75,787.23
45.37,776.60
45.92,765.96
46.22,776.60
46.13,765.96
47.34,797.87
48.84,840.43
49.74,851.06
50.42,861.70
51.29,840.43
52.36,829.79
53.52,819.15
54.25,819.15
55.05,840.43
55.70,872.34
56.51,872.34
56.36,861.70
56.24,893.62
57.61,893.62
58.96,882.98
60.29,872.34
61.34,882.98
62.34,904.26
63.12,914.89
63.99,936.17
64.68,946.81
64.98,936.17
65.35,946.81
66.05,946.81
66.10,946.81
65.93,936.17
67.01,925.53
67.82,925.53
68.62,925.53
69.72,957.45
70.75,978.72
71.56,989.36
72.15,989.36
72.89,989.36
73.49,989.36
74.14,978.72
74.80,978.72
75.44,978.72
76.11,978.72
76.35,978.72
76.34,1000.00
77.53,1021.28
79.07,1042.55
80.17,1042.55
81.27,1021.28
82.24,1031.91
83.23,1031.91
84.45,1053.19
85.26,1074.47
85.80,1074.47
86.52,1085.11
87.14,1085.11
87.20,1095.74
87.14,1095.74
88.29,1074.47
89.85,1074.47
90.65,1085.11
91.35,1095.74
91.83,1106.38
92.21,1117.02
92.61,1117.02
93.07,1127.66
93.57,1127.66
94.07,1127.66
94.67,1127.66
95.14,1127.66
95.58,1127.66
96.29,1127.66
96.83,1117.02
96.74,1127.66
97.55,1138.30
99.07,1180.85
100.34,1180.85
101.25,1180.85
101.31,1180.85
101.39,1180.85
101.34,1170.21
101.31,1170.21
101.28,1180.85
101.25,1191.49
101.22,1180.85
101.20,1180.85
101.18,1180.85
101.16,1191.49
101.15,1170.21
101.13,1170.21
101.12,1180.85
101.10,1170.21
101.09,1170.21
101.07,1180.85
101.06,1170.21
101.05,1180.85
101.04,1180.85
101.02,1180.85
101.01,1180.85
101.00,1180.85
100.99,1180.85
100.98,1170.21
100.97,1170.21
100.96,1180.85
