Kraft_RAW,Spænding_V
0.01,1617.02
0.01,1617.02
0.00,1617.02
-0.00,1617.02
0.00,1595.74
0.00,1606.38
-0.00,1606.38
0.00,1606.38
0.00,1617.02
0.00,1595.74
0.00,1617.02
0.00,1617.02
0.00,1617.02
0.00,1617.02
0.00,1606.38
0.00,1606.38
0.00,1595.74
0.00,1617.02
0.00,1617.02
0.00,1617.02
0.00,1617.02
0.00,1617.02
0.00,1606.38
1.02,1617.02
1.34,1606.38
1.34,1606.38
2.30,1606.38
2.36,1606.38
2.73,1606.38
3.34,1606.38
3.81,1606.38
4.35,1595.74
4.89,1595.74
5.42,1606.38
5.69,1595.74
6.12,1595.74
6.77,1595.74
7.68,1585.11
8.42,1595.74
9.67,1595.74
10.46,1595.74
10.56,1585.11
11.34,1585.11
11.51,1585.11
12.28,1585.11
12.82,1585.11
12.85,1585.11
13.35,1574.47
13.76,1585.11
14.05,1574.47
14.26,1574.47
14.44,1585.11
14.97,1585.11
15.46,1585.11
16.15,1574.47
17.03,1574.47
17.50,1574.47
17.98,1574.47
18.38,1574.47
18.90,1563.83
19.25,1574.47
19.33,1574.47
20.17,1563.83
20.96,1563.83
21.60,1563.83
21.75,1563.83
21.98,1563.83
22.17,1563.83
22.38,1563.83
23.11,1563.83
23.71,1553.19
23.82,1563.83
24.35,1553.19
25.00,1553.19
25.84,1553.19
26.30,1563.83
26.75,1542.55
27.18,1553.19
27.64,1542.55
28.02,1542.55
28.54,1553.19
29.08,1531.92
29.25,1531.92
29.83,1542.55
30.43,1531.92
30.72,1542.55
30.96,1542.55
31.05,1542.55
31.28,1531.92
32.72,1521.28
33.44,1521.28
33.53,1521.28
34.34,1531.92
34.28,1531.92
34.84,1531.92
34.89,1531.92
34.79,1531.92
35.11,1521.28
35.78,1510.64
36.27,1521.28
36.54,1521.28
36.93,1521.28
36.80,1521.28
37.45,1510.64
37.74,1521.28
38.15,1510.64
38.35,1510.64
38.71,1510.64
39.06,1510.64
39.88,1510.64
40.12,1500.00
40.59,1510.64
40.86,1500.00
41.27,1500.00
42.45,1500.00
42.76,1500.00
42.63,1489.36
43.12,1500.00
43.14,1500.00
43.21,1500.00
43.46,1489.36
44.22,1489.36
44.62,1489.36
45.14,1489.36
45.23,1489.36
45.75,1478.72
45.81,1489.36
47.08,1478.72
47.04,1478.72
48.06,1468.09
49.77,1468.09
50.06,1468.09
50.61,1468.09
51.07,1457.45
51.71,1457.45
52.04,1457.45
52.38,1457.45
52.42,1446.81
52.75,1446.81
53.31,1446.81
53.91,1446.81
54.15,1436.17
55.28,1446.81
55.66,1446.81
55.72,1425.53
56.86,1436.17
57.12,1436.17
57.18,1436.17
57.70,1425.53
58.61,1425.53
58.76,1425.53
59.13,1425.53
59.60,1425.53
59.70,1425.53
60.30,1425.53
60.53,1414.89
61.20,1393.62
62.35,1414.89
62.65,1404.26
63.25,1393.62
64.85,1393.62
65.01,1382.98
66.67,1393.62
67.12,1382.98
67.12,1382.98
67.06,1382.98
67.22,1361.70
67.77,1372.34
68.15,1372.34
68.81,1361.70
68.57,1382.98
68.09,1372.34
69.00,1372.34
69.76,1372.34
70.01,1361.70
70.33,1351.06
71.17,1351.06
71.36,1351.06
72.66,1351.06
72.76,1351.06
73.50,1340.43
74.14,1351.06
73.96,1340.43
74.10,1351.06
74.77,1340.43
74.70,1340.43
75.25,1329.79
75.42,1319.15
76.14,1329.79
76.00,1319.15
75.98,1319.15
76.87,1329.79
76.66,1329.79
76.78,1319.15
77.43,1329.79
77.93,1319.15
78.06,1319.15
78.43,1308.51
79.20,1297.87
80.09,1308.51
80.07,1308.51
80.44,1297.87
80.57,1308.51
80.81,1308.51
81.38,1287.23
81.97,1287.23
82.36,1297.87
82.80,1287.23
83.84,1287.23
84.85,1276.60
85.52,1265.96
86.22,1265.96
86.72,1265.96
87.58,1265.96
88.06,1244.68
89.05,1244.68
89.99,1244.68
90.30,1223.40
91.31,1223.40
91.94,1223.40
93.47,1212.77
93.53,1212.77
93.98,1223.40
94.29,1202.13
94.65,1202.13
95.69,1212.77
96.30,1191.49
96.68,1180.85
97.76,1180.85
98.71,1170.21
99.64,1170.21
100.25,1159.57
100.27,1170.21
100.35,1170.21
100.33,1180.85
100.31,1170.21
100.29,1159.57
